 , ,S1,S2,S3,S4,V,L,PRAC DRILL,PLAY #,QB,HASH,FPOS,DN,DIST,PERSON,OFF FORM,MOTION,OFF PLAY,OVO CONCEPT,JERSEY #,OVO RESULT,PLAY CALL,R/P,GAIN,REC#,PLAY RESULT,FORM FAM,FIB,BLITZ,FRONT,RUSHERS,STUNT,COVERAGE,DFE TEAM,OFF TEAM,TAPE LABELS
106, , , , , , , , ,54,14,L,-20,0,10,11,ERLY OFF, ,12 CUB,12/13/CUB,9,R, ,R,6, , ,ERLY OFF, , ,UND G, , ,4,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.054
107, , , , , , , , ,39,14,L,-25,0,10,11,ERLY OFF, ,13 CUB,12/13/CUB,8,R, ,R,3, , , , , ,UND TITE S, , ,4 POACH,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.039
108, , , , , , , , ,19,14,L,-49,1,10,11,RAKE, ,12 CUB,12/13/CUB,8,R, ,R,1, , ,UNBL, , ,OVR G,4,N SLANT,3 STR,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.019
109, , , , , , , , ,67,18, ,41,1,10,11,LATE OFF BCH, ,SUGAR (12 CUB),12/13/CUB,3,FALSTR, ,X,0, , ,BCH 3X1 OFF,N, , , , ,4,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.067
110, , , , , , , , ,61,14,R,23,2,10,11,LATE OFF, ,13 CUB,12/13/CUB,9,R, ,R,0, , ,ERLY OFF, , ,UND G, , ,1,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.061
111, , , , , , , , ,69,18, ,-49,1,20,11,LATE OFF BCH, ,SUGAR (12 CUB),12/13/CUB,38,R, ,R,0, , ,BCH 3X1 OFF,N,SC WA,OGW, , ,4B,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.069
112, , , , , , , , ,68,18, ,46,1,15,11,LATE OFF BCH, ,SUGAR (12 CUB),12/13/CUB,77,FALSTR, ,X,0, , ,BCH 3X1 OFF,N, ,OGW, , ,4,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.068
113, , , , , , , , ,47,14,M,-17,0,10,11,LATE OFF, ,12 CUB,12/13/CUB,9,R, ,R,-1, , , , , ,OVR TITE, , ,4 POACH,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.047
114, , , , , , , , ,6,14,R,43,1,10,11,LATE OFF, ,12 CUB,12/13/CUB,9,R, ,R,1, , ,ERLY OFF, ,UND, , ,4 POACH, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.006
115, , , , , , , , ,11,14,R,15,1,10,11,LATE OFF, ,12 CUB,12/13/CUB,9,R, ,R,6, , ,ERLY OFF, ,UND, , ,4 POACH, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.011
116, , , , , , , , ,21,14,R,-20,1,10,11,LATE OFF, ,12 CUB,12/13/CUB,9,R, ,R,7, , ,ERLY OFF, ,UND, , ,4 POACH, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.021
117, , , , , , , , ,35,14,L,14,2,5,11,NITRO (LATE OFF BCH), ,12 CUB BELLY,12/13/CUB/BELLY,11,C+, ,P,8, ,C,BCH 3X1 OFF,Y, ,UND G, , ,4 POACH,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.035
118, , , , , , , , ,37,14, ,48,0,10,11,NITRO (LATE OFF BCH), ,12 CUB BELLY,12/13/CUB/BELLY,5,C+, ,P,7, , , , , ,ODD, , ,2 ROBBER ZD,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.037
119, , , , , , , , ,60,14,L,14,1,10,11,LATE OFF BCH, ,12 CUB BELLY,12/13/CUB/BELLY,4,C+, ,P,5, , , , , ,UND 9 S, , ,0,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.060
120, , , , , , , , ,34,14,L,19,1,10,11,NITRO ( LATE OFF BCH), ,12 CUB BELLY,12/13/CUB/BELLY,9,R, ,R,5, ,C,BCH 3X1 OFF,Y, ,OVR G, , ,11,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.034
121, , , , , , , , ,6,16,L,-33,1,10,11,ERLY OFF, ,13 CUB BELLY,12/13/CUB/BELLY,13,C, ,P,3, , , , ,SC,OVR G,5, ,3 ZD,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.006
122, , , , , , , , ,49,14,L,-13,1,10,11,ERLY OFF, ,13 CUB BELLY,12/13/CUB/BELLY,2,R, ,R,2, , , , , ,UND,4, ,4 POACH,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.049
123, , , , , , , , ,51,14,R,35,5,4,11,ERLY OFF BCH, ,13 CUB BELLY,12/13/CUB/BELLY,9,R, ,R,2, , ,BCH 3X1 OFF,X,OVR, , ,3 WK, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.051
124, , , , , , , , ,1,14,L,-49,1,10,12,TRP,Z ORB,13 DBL ARC,12/13/DBL ARC,9,R, ,R,4, , ,TRP, , ,OVR, , ,11,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.001
125, , , , , , , , ,35,14,R,-40,1,10,12,TRP,Z ORB,13 DBL ARC (CK. 12),12/13/DBL ARC,9,R, ,R,-1, , ,TRP, ,FIELD STRIKE,RUSH S, , ,3 FZ,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.035
126, , , , , , , , ,51,14,M,-45,1,10,12,SLD, ,12 DBL ARC,12/13/DBL ARC,9,R, ,R,4, , ,TRP, , ,OVR, , ,3 STR,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.051
127, , , , , , , , ,45,14,R,-32,1,10,11,PLN, ,F/S 12,12/13/F/S,8,R, ,R,5, , ,PLN,N, ,UGW, , ,3 WK,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.045
128, , , , , , , , ,17, , , , , ,21-Nov,AIR FL CLSTR,X MO,F/S 13,12/13/F/S, , , ,R, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.017
129, , , , , , , , ,55,18,M,45,2,10,11,LATE OFF,H QK,F/S 13 BG,12/13/F/S/BG,2,R, ,R,5, , ,ERLY OFF, , ,UND G,4, ,4,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.055
130, , , , , , , , ,28,14,L,-15,1,20,11,ERLY OFF, ,F/S 12 BG,12/13/F/S/BG,9,R, ,R,2, , ,ERLY OFF,N, ,UND G, , ,3 STR,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.028
131, , , , , , , , ,44,18,L,-8,2,7,11,LATE OFF,H QK,F/S 13 BG,12/13/F/S/BG,1,R, ,R,1, , ,ERLY OFF, , ,UND,4, ,3 WK,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.044
132, , , , , , , , ,26,14,L,-32,1,10,11,RAKE, ,F/S 12 BG BELLY,12/13/F/S/BG/BELLY,3,CGRT, ,P,-1, , ,UNBL, , ,OVR G,4,ET SPIKE,3 BUZZ,RHODE ISLAND,RICHMOND,23 0789 10-14-2023 VARI D @ RIUN.026
133, , , , , , , , ,41,14,R,50,1,10,11,SLT FLX BCH, ,12 H FLAT,12/13/FLAT,14,R, ,R,4, , , , , ,SPLIT, , ,3 WK,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.041
134, , , , , , , , ,25,14,L,-26,5,4,11,RAKE,H MV,12 GH,12/13/GH,6,C+, ,P,7, , ,UNB, ,OVR 9, , ,3 BUZZ, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.025
135, , , , , , , , ,57,14,R,12,2,9,11,LAWN,H MV,13 GH,12/13/GH,6,C+++2, ,P,23, , ,UNB, ,OVR 9, , ,3 BUZZ, ,LEHIGH,RICHMOND,24 1589 11-30-2024 VARI D vs PALE.057
136, , , , , , , , ,39,16,L,-21,1,10,11,ERLY FLX,Y ORB,13 LK CHICAGO,12/13/LK/CHICAGO,11,INC, ,P,0, , ,ERLY FLX, , ,UND G,5, ,3 BUZZ,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.039
137, , , , , , , , ,52,14,R,26,2,8,11,LATE FLX,Y MO,12 LK SMACK BELLY,12/13/LK/SMACK BELLY,8,R, ,R,6, , ,ERLY FLX, , , ,4, ,4 CONE POACH,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.052
138, , , , , , , , ,7, , , , , ,11,ERLY OFF,Y MO,13 LK SMACK BELLY,12/13/LK/SMACK BELLY, , , ,P, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.007
139, , , , , , , , ,46,16,L,-34,2,1,11,TRK FLX BCH, ,12 H SLIDE,12/13/SLIDE,4,C+, ,P,12, , ,BCH 3X1, , , , , ,3 WK,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.046
140, , , , , , , , ,36,14,R,14,1,10,11,PLN FLX BCH,H QK,12 SLIDE,12/13/SLIDE,8,R+, ,R,11, , , , , ,UND G, , ,4,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.036
141, , , , , , , , ,12,14,M,-22,0,10,11,AIR FLX BCH,H QK,13 SLIDE,12/13/SLIDE,4,C+, ,P,10, , , , , ,ODD, , ,3 STR,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.012
142, , , , , , , , ,1,14,L,-12,1,10,21,AIR FLX,H QK,13 H SLIDE,12/13/SLIDE,2,C, ,P,6, , ,PLN FLX, , ,UND G,4,STRONG,4 POACH,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.001
143, , , , , , , , ,13,14,L,-25,0,10,11,PLN OFF, ,13 SLIDE,12/13/SLIDE,6,C, ,P,5, , , , , ,BEAR 9, , ,1,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.013
144, , , , , , , , ,50,14,R,33,1,10,11,AIR OFF BCH, ,12 SLIDE,12/13/SLIDE,8,R, ,R,4, , ,BCH 2X2, , ,OVR G, ,GAPS,4,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.050
145, , , , , , , , ,37,14,L,-25,0,10,11,AIR FLX BCH, ,13 SLIDE,12/13/SLIDE,3,C+, ,P,3, ,C,BCH 2X2,N, ,UND G, , ,4,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.037
146, , , , , , , , ,20,14,R,48,1,10,11,PLN FLX BCH,H QK,12 SLIDE,12/13/SLIDE,9,R, ,R,2, , , , , ,OVR G, , ,2,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.020
147, , , , , , , , ,1,16,L,-25,1,10,11,TRK FLX BCH, ,12 H SLIDE,12/13/SLIDE,2,R, ,R,1, , ,BCH 3X1, , , , , ,4,MICHIGAN ST,RICHMOND,23 0185 09-09-2023 VARI D @ MIST.001
148, , , , , , , , ,46,14,R,-37,2,5,11,PLN FLX BCH, ,12 SLIDE,12/13/SLIDE,8,R, ,R,0, , ,BCH 2X2,N, ,UW, , ,3 ZD,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.046
149, , , , , , , , ,33, , , , , ,11,LATE OFF,H QK,13 SLIDE LD,12/13/SLIDE/LD, , , ,R, , , , , , , , , , ,MORGAN ST,RICHMOND,23 0076 09-02-2023 VARI D vs MDMO.033
150, , , , , , , , ,65,14,R,-24,1,10,11,LATE OFF,Y MV,12 SLIDE WHL,12/13/SLIDE/WHL,4,C+++2, ,P,40, , , , , ,RUSH, , ,4 CONE +,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.065
151, , , , , , , , ,28,16,R,-37,1,10,10,AIR FLX,H QK,13 THUNDERCAT,12/13/THUNDERCAT,4,C, ,P,4, , ,PLN FLX, , ,OVR G,4, ,3 WK,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.028
153, , , , , , , , ,55,16,R,31,1,10,12,DEUCE RT, ,14,14/15,2,R, ,R,7, , ,DEUCE, , ,OVR G +,4, ,4,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.055
154, , , , , , , , ,33,14,L,-2,2,9,12,DOOR, ,14,14/15,9,R, ,R,6, , , , , ,OVR G 9, , ,2,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.033
155, , , , , , , , ,71,14,R,-27,1,10,12,DOOR, ,15,14/15,2,R, ,R,5, , ,DBL, , , ,4, ,6,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.071
156, , , , , , , , ,32,16,L,43,2,1,12,DOOR, ,14,14/15,38,R, ,R,4, , ,DBL,N, ,BEAR, , ,4,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.032
157, , , , , , , , ,72,14,R,-32,2,5,12,DOOR, ,15,14/15,2,R, ,R,2, , ,DBL, , , ,4, ,6,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.072
159, , , , , , , , ,57,16,L,-45,1,10,12,DEUCE RT, ,14,14/15,8,R, ,R,2, , ,DEUCE, , ,UND G STK,4, ,4 MAN,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.057
160, , , , , , , , ,73,14,R,-34,3,3,12,DOOR, ,15,14/15,2,R, ,R,1, , ,DBL, , , ,4, ,6,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.073
161, , , , , , , , ,41,18,L,-1,2,11,12,DOOR, ,14,14/15,2,R, ,R,1, , ,DBL, , ,UND G,4, ,4,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.041
162, , , , , , , , ,74,14,R,2,3,2,12,DBL FLO, ,15,14/15,9,R, ,R,1, , , , , ,UND TITE, , ,4 POACH,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.074
163, , , , , , , , ,31,14, ,7,2,1,12,DBL OFF, ,15,14/15,9,R, ,R,1, , , , , ,ODD, , ,6,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.031
164, , , , , , , , ,71,18,L,11,3,9,12,DOOR, ,14,14/15,2,R, ,R,0, , ,DBL, ,SAW,UND G SW,6,PINCH,4,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.071
165, , , , , , , , ,45,16,R,-8,1,10,12,DBL, ,15,14/15,38,R, ,R,0, , ,DBL,X, ,OVR G 9, , ,3 WK,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.045
166, , , , , , , , ,40,18,L,-2,1,10,12,DOOR, ,14,14/15,2,R, ,R,-1, , ,DBL, , ,UND G,4, ,4,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.040
167, , , , , , , , ,52,14,R,50,3,2,12,DOOR, ,14,14/15,9,R, ,R,-1, ,C,DBL,N, ,OVR G, , ,0 SY,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.052
168, , , , , , , , ,54,16,R,5,1,5,12,SLD, ,15,14/15,38,R, ,R,-2, , ,TRP, , ,UND G, , ,0 SY,VIRGINIA,RICHMOND,24 0058 08-31-2024 VARI D @ VAUN.054
169, , , , , , , , ,61,16,L,5,2,2,11,ERLY OFF, ,14,14/15,16,R, ,R,-4, , ,ERLY OFF, , ,UND G M SHOW, , ,4 POACH,ELON,RICHMOND,23 1251 11-11-2023 VARI D vs NCEL.061
170, , , , , , , , ,47,14,R,-22,1,10,12,DBL, ,15,14/15,9,R, ,R,4, , ,DBL, , ,UND G, , ,11,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.047
171, , , , , , , , ,60,14,L,-42,1,10,12,DOOR, ,14,14/15,38,R++15, ,R,22, , ,DBL, , ,OVR, , ,11,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.060
172, , , , , , , , ,61,14,R,36,1,10,12,DOOR, ,15,14/15,38,R++15, ,R,21, , ,VICTORY, , ,VICTORY, , ,11,WILLIAM & MARY,RICHMOND,24 1450 11-23-2024 VARI D vs VAWM.061
173, , , , , , , , ,56,14,R,11,2,9,12,DBL PIST,Z MV,15 Z BANANA,14/15/BANANA,11,C+, ,P,10, , ,DBL, , , ,4, ,6,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.056
174, , , , , , , , ,23,14,L,8,2,8,12,DOOR PIST,X MV,15 X BANANA,14/15/BANANA,81,C, ,P,3, , ,DBL, ,SAW (SBS),OVR W,6, ,0,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.023
175, , , , , , , , ,35,16,L,3,2,3,12,DBL,X MV,14 BANANA,14/15/BANANA,2,R, ,R,1, , ,DBL, , ,BEAR,6, ,0 SY,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.035
176, , , , , , , , ,22,14,R,8,1,8,12,DBL WG PIST,Z MV,15 BANANA,14/15/BANANA,14,FALSTR, ,PE,-5, , ,DBL WG, , ,UND G,4,S FENCE, ,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.022
178, , , , , , , , ,56,16,R,24,2,3,12,TRP FL, ,14 BG,14/15/BG,2,R+, ,R,24, , ,SLD FLO, ,CHOP,OVR G +,5, ,6 INV,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.056
179, , , , , , , , ,66,14,R,21,4,4,12,SLD, ,15 BG,14/15/BG,9,R+, ,R,18, , ,TRP,N, ,UND G, , ,4 MAN,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.066
180, , , , , , , , ,60,14, ,26,2,9,12,TRP FLO Z ON, ,SUGAR (14 BG),14/15/BG,7,R+, ,R,12, , , , , ,SPLIT, , ,4 ROBBER,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.060
181, , , , , , , , ,54,14,R,44,3,2,12,SLD, ,15 BG,14/15/BG,9,R+, ,R,10, , ,TRP,N,PYTHON,ODD 3/5, , ,BISON,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.054
182, , , , , , , , ,68,16,L,-47,1,10,12,TRP,Z FLY,14 BG,14/15/BG,2,R, ,R,9, , ,TRP, , ,UND G S,4, ,3 WK,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.068
183, , , , , , , , ,65,14,R,30,3,13,12,SLD, ,15 BG,14/15/BG,9,R+, ,R,9, , ,TRP,N, ,UND G, , ,4 MAN,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.065
184, , , , , , , , ,56,14,R,49,0,10,12,SLD, ,15 BG,14/15/BG,9,R+, ,R,9, ,I,TRP,N, ,UND G S, , ,11,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.056
185, , , , , , , , ,48,16,R,30,2,7,HVY SCOTT,SLD FL X ON, ,15 BG,14/15/BG,2,R, ,R,8, , ,UNB, , ,RUSH S,5, ,6 CONE,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.048
186, , , , , , , , ,63,14, ,13,3,9,12,TRP FLO Z ON, ,14 BG,14/15/BG,9,R, ,R,8, , , , , ,ODD, , ,0,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.063
187, , , , , , , , ,14,16,L,33,1,10,12,TRP, ,14 BG,14/15/BG,9,R, ,R,8, , ,TRP, , , , , ,3 STR,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.014
188, , , , , , , , ,11,16,L,-5,2,7,12,TRP Z ON, ,14 BG,14/15/BG,2,R, ,R,7, , ,UNBL, , ,OVR STK,4, ,3 STR,WILLIAM & MARY,RICHMOND,11182023WMVSRICHMONDDEFENSE.012
189, , , , , , , , ,58,14,L,38,1,10,12,TRP, ,14 BG,14/15/BG,9,R, ,R,7, ,I,TRP,N, ,UND G, , ,4,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.058
190, , , , , , , , ,54,14,M,12,1,10,12,SLD,X FLY,15 BG,14/15/BG,8,R, ,R,6, , ,SLD, , , ,4, ,6,MAINE,RICHMOND,23 0678 10-07-2023 MEUN O @ VARI.054
192, , , , , , , , ,58,16,L,-47,2,8,12,TRP, ,14 BG,14/15/BG,8,R, ,R,5, , ,TRP, , ,OVR G S +,5, ,6 CHOP,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.058
194, , , , , , , , ,59,16,M,48,3,3,12,TRP, ,14 BG,14/15/BG,8,R, ,R,5, , ,TRP, , ,OVR G S +,5, ,6 CHOP,NCCU,RICHMOND,23 1528 11-25-2023 VARI D vs NCCE.059
195, , , , , , , , ,4,14,R,-36,2,9,12,SLD FL X ON, ,15 BG,14/15/BG,9,R, ,R,5, , , , , ,UND TITE, , ,4 POACH,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.004
196, , , , , , , , ,63,14,R,25,2,8,12,TRP, ,14 BG,14/15/BG,9,R, ,R,5, , ,TRP,N, ,UND G, , ,4 SPEAR,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.063
197, , , , , , , , ,67,14,L,32,2,6,12,TRP FLO Z ON, ,SUGAR (14 BG),14/15/BG,9,R, ,R,5, , , , , ,UND TITE, , ,4 SPEAR,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.067
198, , , , , , , , ,55,14, ,39,1,10,12,SLD, ,15 BG,14/15/BG,9,R, ,R,5, , , , , ,ODD, , ,4 ROBBER,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.055
199, , , , , , , , ,49,18,L,42,1,5,12,SLD FLO, ,15 BG,14/15/BG,1,R, ,R,4, , ,SLD FLO, , ,UND G MOB,4, ,3 ZD,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.049
200, , , , , , , , ,61,12,L,34,3,12,12,TRP, ,14 BG,14/15/BG,7,R, ,R,4, , ,SLD, , ,UND G S,4, ,3 WK,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.061
201, , , , , , , , ,68,14,L,27,3,1,12,TRP FLO Z ON, ,14 BG,14/15/BG,9,R, ,R,4, , , , , ,OVR, , ,4,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.068
202, , , , , , , , ,20,16,R,-33,1,10,HVY SCOTT,SLD FL X ON, ,15 BG,14/15/BG,1,R, ,R,3, , ,UNB, , ,RUSH S,3, ,11,CAMPBELL,RICHMOND,23 1004 10-28-2023 VARI D vs NCCM.020
203, , , , , , , , ,70,18,L,14,2,12,12,SLD,X MV,15 BG,14/15/BG,2,R, ,R,3, , ,SLD, ,SB W3,UND SW,6, ,0,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.070
204, , , , , , , , ,62,12,R,30,4,8,12,SLD, ,15 BG,14/15/BG,7,R, ,R,3, , ,SLD, , ,UND G S,5, ,6 CHOP,DELAWARE ST,RICHMOND,23 0322 09-16-2023 VARI D vs DEST.062
205, , , , , , , , ,9,14,R,18,4,1,12,TRP, ,14 BG,14/15/BG,9,R, ,R,3, , , , , ,BEAR 9, , ,1,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.009
206, , , , , , , , ,50,18,L,38,2,1,12,SLD,X MV,15 BG,14/15/BG,1,R, ,R,2, , ,TRP, , ,UND G,4, ,4,STONY BROOK,RICHMOND,23 0445 09-23-2023 VARI D @ NYST.050
207, , , , , , , , ,47,16,R,-25,1,10,11,PLN OFF,Z MV,15 BG,14/15/BG,2,R, ,R,2, , ,PLN OFF, ,BS@2,UND S,6, ,3 SPEAR,NC A&T,RICHMOND,23 0898 10-21-2023 VARI D @ NCAT.047
208, , , , , , , , ,7,14,R,-49,3,2,12,TRP, ,14 BG,14/15/BG,9,R, ,R,2, , , , , ,UND TITE, , ,4 POACH,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.007
209, , , , , , , , ,52,16,L,-19,0,10,12,TRP FLO, ,14 BG,14/15/BG,9,R, ,R,2, , ,UNB,N,"C3, R 3",CUB, , ,4 POACH,WOFFORD,RICHMOND,24 0192 09-07-2024 VARI D vs SCWO.052
210, , , , , , , , ,41,14,R,2,2,2,12,TRP FL, ,14 BG,14/15/BG,9,R, ,R,2, , ,SLD FLO, , ,BEAR S, , ,0 SY,DELAWARE ST,RICHMOND,24 0454 09-21-2024 VARI D @ DEST.041
211, , , , , , , , ,61,14,R,29,4,1,12,SLD, ,15 BG,14/15/BG,9,R, ,R,2, , ,TRP,N, ,UND G S, , ,0 SY,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.061
212, , , , , , , , ,51,14,R,36,1,10,12,SLD FL X ON, ,SUGAR (15 BG),14/15/BG,9,R, ,R,2, , , , , ,OVR G 9, , ,6 CHOP,HAMPTON,RICHMOND,24 1326 11-16-2024 VARI D @ VAHI.051
213, , , , , , , , ,57,14,L,40,2,1,12,TRP FL, ,14 BG,14/15/BG,9,R, ,R,2, ,I,SLD FLO,Y, ,UND G, , ,4,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.057
214, , , , , , , , ,53,14,R,43,3,1,12,SLD FL X ON, ,15 BG,14/15/BG,9,R, ,R,2, , , , , ,RUSH, , ,11,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.053
215, , , , , , , , ,61,14, ,14,1,10,12,SLD FLO, ,15 BG,14/15/BG,7,R, ,R,1, , , , , ,ODD, , ,0,DELAWARE,RICHMOND,24 0881 10-19-2024 VARI D vs DEUN.061
216, , , , , , , , ,15,14, ,1,3,1,12,TRP, ,14 BG,14/15/BG,9,R, ,R,1, , ,TRP,N, ,BEAR, , ,0B,BRYANT,RICHMOND,24 0993 10-26-2024 RIBT O vs VARI.015
217, , , , , , , , ,51,16,L,1,3,1,12,TRP, ,14 BG,14/15/BG,9,R, ,R,1, , ,TRP, , , , , ,0 SY,CHARLESTON SOUTHERN,RICHMOND,24 0310 09-14-2024 VARI D vs SCCH.051
218, , , , , , , , ,12,14,R,4,4,2,12,TRP, ,SUGAR (14 BG),14/15/BG,9,R, ,R,1, , ,TRP,N,SAW,OW, , ,0 SY,NC A&T,RICHMOND,24 0660 10-05-2024 NCAT O @ VARI.012
219, , , , , , , , ,72,14,R,5,1,5,12,SLD FL X ON, ,15 BG,14/15/BG,9,R, ,R,1, , , , , ,BEAR, , ,0 SY,TOWSON,RICHMOND,24 1108 11-02-2024 VARI D vs MDTO.072
220, , , , , , , , ,32,14,L,50,4,1,12,TRP, ,14 BG,14/15/BG,9,R, ,R,1, , , , , ,HEADS S, , ,0 SY,CAMPBELL,RICHMOND,24 1216 11-09-2024 VARI D @ NCCM.032
221, , , , , , , , ,60,14,R,30,3,2,12,SLD, ,15 BG,14/15/BG,38,R, ,R,1, , ,TRP,N, ,UND G, , ,0 SY,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.060
222, , , , , , , , ,59,14,L,31,2,3,12,TRP, ,14 BG,14/15/BG,38,R, ,R,1, , ,TRP,N, ,UND G, , ,0 SY,ELON,RICHMOND,24 0558 09-28-2024 NCEL O vs VARI.059
223, , , , , , , , ,39,16,R,-32,1,10,12,SLD, ,15 BG,14/15/BG,2,R, ,R,0, , , , , ,OVR G,4, ,3 STR,ALBANY,RICHMOND,23 1547 12-02-2023 VARI D @ NYAB.039
